team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,quarter_Quarter1,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,department_finishing,department_sweing,month,day_of_week
6,0.8,-0.33387785980300894,887.0,0.27559686610823925,0.7381066393468809,0.0,0,0,30.5,0.8003437659999999,0,1,0,0,0,0,1,1,6
12,0.8,-0.31559406315029426,896.0,0.3293695512711338,0.7381066393468809,0.0,0,0,31.5,0.8002467529999999,0,1,0,0,0,0,1,1,6
2,0.8,1.1900765912007638,805.0,1.781232050669287,1.1501488784456007,0.0,0,0,58.5,0.8,0,1,0,0,0,0,1,1,6
10,0.8,1.1900765912007638,762.0,1.781232050669287,0.35775995710190883,0.0,0,0,58.5,0.8,0,1,0,0,0,0,1,1,6
3,0.8,0.43952673860682434,1043.0,0.5534224061165278,-0.8466712033405029,0.0,0,0,55.0,0.690182815,0,1,0,0,0,0,1,1,6
11,0.8,-0.9975796782965537,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.668087121,0,1,0,0,0,1,0,1,6
8,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.653598485,0,1,0,0,0,1,0,1,6
5,0.5,-0.9975796782965537,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.609138258,0,1,0,0,0,1,0,1,6
11,0.6,-0.2324027883804422,831.0,1.4854822822733669,0.10419550227192739,0.0,0,0,53.0,0.6002298460000001,0,1,0,0,0,0,1,1,6
6,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.597348485,0,1,0,0,0,1,0,1,6
7,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.590435606,0,1,0,0,0,1,0,1,6
4,0.8,3.2378618163048136,562.0,1.7543457080878397,-0.8466712033405029,0.0,0,0,58.0,0.473134796,0,1,0,0,0,0,1,1,6
5,0.6,0.5236322032093119,1208.0,1.0194523441949475,-0.8466712033405029,0.0,0,0,57.0,0.452979626,0,1,0,0,0,0,1,1,6
1,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.955151515,0,1,0,0,0,1,0,1,0
4,0.35,-0.9838668308070176,1039.0,-0.39656169842794275,-0.8466712033405029,0.0,0,0,18.0,0.942213805,0,1,0,0,0,1,0,1,0
3,0.8,-0.9975796782965537,1039.0,-0.8267431797310992,-0.8466712033405029,0.0,0,0,10.0,0.905454545,0,1,0,0,0,1,0,1,0
2,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.880530303,0,1,0,0,0,1,0,1,0
9,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.8581439390000001,0,1,0,0,0,1,0,1,0
1,0.8,1.0145521433347027,1099.0,1.0911492577454733,1.5304955606905728,0.0,0,0,59.0,0.850522167,0,1,0,0,0,0,1,1,0
9,0.8,1.0145521433347027,1093.0,1.8081183932507343,1.5304955606905728,0.0,0,0,59.0,0.850502311,0,1,0,0,0,0,1,1,0
7,0.8,0.9907832076861733,1031.0,1.6736866803434978,1.0550622078843577,0.0,0,0,56.5,0.850136766,0,1,0,0,0,0,1,1,0
8,0.8,0.9907832076861733,1233.0,1.6736866803434978,1.0550622078843577,0.0,0,0,56.5,0.850136766,0,1,0,0,0,0,1,1,0
6,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.8174242420000001,0,1,0,0,0,1,0,1,0
5,0.65,-0.9975796782965537,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.809564394,0,1,0,0,0,1,0,1,0
3,0.8,0.43952673860682434,941.0,1.593027652599156,-0.8466712033405029,0.0,0,0,55.0,0.8002738290000001,0,1,0,0,0,0,1,1,0
6,0.8,-0.33387785980300894,843.0,0.3293695512711338,0.7381066393468809,0.0,0,0,31.5,0.800181818,0,1,0,0,0,0,1,1,0
12,0.8,-0.31559406315029426,760.0,-0.029115016481496604,0.7381066393468809,0.0,0,0,31.5,0.80007657,0,1,0,0,0,0,1,1,0
2,0.8,1.1900765912007638,737.0,1.781232050669287,1.1501488784456007,0.0,0,0,58.5,0.8,0,1,0,0,0,0,1,1,0
8,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.725,0,1,0,0,0,1,0,1,0
10,0.8,3.2378618163048136,381.0,0.7057783474113958,0.5796288550781425,0.0,0,0,58.5,0.688557555,0,1,0,0,0,0,1,1,0
5,0.65,0.5236322032093119,1141.0,1.1628461712959994,-0.8466712033405029,0.0,0,0,59.0,0.650040783,0,1,0,0,0,0,1,1,0
11,0.65,-0.2324027883804422,1004.0,1.4854822822733669,0.5479332982243948,0.0,0,0,53.0,0.64998056,0,1,0,0,0,0,1,1,0
7,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.648106061,0,1,0,0,0,1,0,1,0
11,0.8,-0.9975796782965537,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.640577652,0,1,0,0,0,1,0,1,0
4,0.35,0.6708167662636655,581.0,0.8312479461248163,-0.8466712033405029,0.0,0,0,51.5,0.35063299,0,1,0,0,0,0,1,1,0
10,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.35038906999999975,0,1,0,0,0,1,0,1,0
4,0.35,-0.9838668308070176,1039.0,-0.7191978094053102,-0.8466712033405029,0.0,0,0,12.0,0.952020202,0,1,0,0,0,1,0,1,1
1,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,2.0,0.951420455,0,1,0,0,0,1,0,1,1
10,0.8,-1.0167776647819042,1039.0,0.24871052352679196,-0.8466712033405029,0.0,0,0,20.0,0.912766667,0,1,0,0,0,1,0,1,1
3,0.8,-0.9975796782965537,1039.0,-0.8805158648939938,-0.8466712033405029,0.0,0,0,9.0,0.901262626,0,1,0,0,0,1,0,1,1
9,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.8581439390000001,0,1,0,0,0,1,0,1,1
1,0.8,1.0145521433347027,1073.0,1.8081183932507343,1.5304955606905728,0.0,0,0,59.0,0.850502311,0,1,0,0,0,0,1,1,1
9,0.8,1.0145521433347027,1156.0,1.8081183932507343,1.5304955606905728,0.0,0,0,59.0,0.850502311,0,1,0,0,0,0,1,1,1
8,0.8,0.9907832076861733,1211.0,1.7005730229249452,1.0550622078843577,0.0,0,0,57.0,0.850252525,0,1,0,0,0,0,1,1,1
7,0.8,0.9907832076861733,1126.0,1.6736866803434978,1.0550622078843577,0.0,0,0,56.5,0.850136766,0,1,0,0,0,0,1,1,1
5,0.65,-0.9975796782965537,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.8213541670000001,0,1,0,0,0,1,0,1,1
2,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.805909091,0,1,0,0,0,1,0,1,1
6,0.8,-0.31559406315029426,1004.0,0.3293695512711338,0.7381066393468809,0.0,0,0,31.5,0.8002467529999999,0,1,0,0,0,0,1,1,1
12,0.8,-0.31559406315029426,1063.0,0.3293695512711338,0.7381066393468809,0.0,0,0,31.5,0.8002467529999999,0,1,0,0,0,0,1,1,1
2,0.8,1.1900765912007638,723.0,1.781232050669287,0.7381066393468809,0.0,0,0,58.5,0.8,0,1,0,0,0,0,1,1,1
3,0.8,2.4873119637108747,465.0,1.593027652599156,0.8648888667618717,0.0,0,0,55.0,0.705576584,0,1,0,0,0,0,1,1,1
8,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.681060606,0,1,0,0,0,1,0,1,1
7,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.670075758,0,1,0,0,0,1,0,1,1
11,0.8,-0.9975796782965537,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.601278409,0,1,0,0,0,1,0,1,1
11,0.7,1.103228557100369,530.0,1.4854822822733669,0.32606440024816113,0.0,0,0,53.0,0.582301029,0,1,0,0,0,0,1,1,1
5,0.7,0.5236322032093119,1297.0,1.7543457080878397,-0.8466712033405029,0.0,0,0,58.0,0.526810345,0,1,0,0,0,0,1,1,1
4,0.5,0.6708167662636655,783.0,1.6736866803434978,-0.11767339570430635,0.0,0,0,56.5,0.500380799,0,1,0,0,0,0,1,1,1
10,0.35,0.6708167662636655,715.0,1.6736866803434978,-0.11767339570430635,0.0,0,0,56.5,0.35038906999999975,0,1,0,0,0,0,1,1,1
11,0.8,-0.9975796782965537,1039.0,-0.7729704945682047,-0.8466712033405029,0.0,0,0,7.0,0.934607438,0,1,0,0,0,1,0,1,2
4,0.35,-0.9838668308070176,1039.0,-0.5578797539166265,-0.8466712033405029,0.0,0,0,8.0,0.908080808,0,1,0,0,0,1,0,1,2
7,0.8,0.9907832076861733,1150.0,1.6736866803434978,1.3720177764218344,0.0,0,0,56.5,0.900144811,0,1,0,0,0,0,1,1,2
1,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.891723485,0,1,0,0,0,1,0,1,2
5,0.65,-0.9975796782965537,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,15.0,0.864583333,0,1,0,0,0,1,0,1,2
9,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.8581439390000001,0,1,0,0,0,1,0,1,2
9,0.8,1.0145521433347027,1232.0,1.8081183932507343,1.5304955606905728,0.0,0,0,59.0,0.850502311,0,1,0,0,0,0,1,1,2
8,0.8,0.9907832076861733,1218.0,1.6736866803434978,1.0550622078843577,0.0,0,0,56.5,0.850136766,0,1,0,0,0,0,1,1,2
7,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.837594697,0,1,0,0,0,1,0,1,2
3,0.8,-0.9975796782965537,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,7.0,0.8208333329999999,0,1,0,0,0,1,0,1,2
12,0.8,-0.31559406315029426,1159.0,-0.4772207261722846,0.7381066393468809,0.0,0,0,31.5,0.800313433,0,1,0,0,0,0,1,1,2
6,0.8,-0.31559406315029426,972.0,0.3293695512711338,0.35775995710190883,0.0,0,0,31.5,0.8002467529999999,0,1,0,0,0,0,1,1,2
1,0.8,1.0145521433347027,1092.0,1.8081183932507343,1.1501488784456007,0.0,0,0,59.0,0.8001171029999999,0,1,0,0,0,0,1,1,2
5,0.7,0.5236322032093119,965.0,0.8222858319310006,-0.8466712033405029,0.0,0,0,58.0,0.700095563,0,1,0,0,0,0,1,1,2
8,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.667329545,0,1,0,0,0,1,0,1,2
4,0.6,0.6708167662636655,816.0,0.15908938158863437,-0.11767339570430635,0.0,0,0,57.0,0.6003696860000001,0,1,0,0,0,0,1,1,2
10,0.5,0.6708167662636655,947.0,-0.351751127458864,-0.11767339570430635,0.0,0,0,56.5,0.49998033399999997,0,1,0,0,0,0,1,1,2
11,0.35,-0.041337113359573276,838.0,0.7864373751557375,-0.11767339570430635,0.0,0,0,55.0,0.35038906999999975,0,1,0,0,0,0,1,1,2
10,0.8,-1.0167776647819042,1039.0,-0.988061235219783,-0.8466712033405029,0.0,0,0,8.0,0.35038906999999975,0,1,0,0,0,1,0,1,2
2,0.8,3.287228067267144,1086.0,-0.09184981583820692,0.009108831710684363,0.0,0,0,57.0,0.35038906999999975,0,1,0,0,0,0,1,1,2
2,0.8,-1.0167776647819042,1039.0,-0.988061235219783,-0.8466712033405029,0.0,0,0,8.0,0.35038906999999975,0,1,0,0,0,1,0,1,2
4,0.35,-0.9838668308070176,1039.0,-0.28901632810215366,-0.8466712033405029,0.0,0,0,20.0,0.9886363640000001,0,0,1,0,0,1,0,1,3
10,0.8,-1.0167776647819042,1039.0,-0.34278901326504824,-0.8466712033405029,0.0,0,0,19.0,0.953110048,0,0,1,0,0,1,0,1,3
1,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.8842613640000001,0,0,1,0,0,1,0,1,3
5,0.65,-0.9975796782965537,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.8606534090000001,0,0,1,0,0,1,0,1,3
9,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.8581439390000001,0,0,1,0,0,1,0,1,3
1,0.8,1.0145521433347027,1160.0,1.8081183932507343,1.5304955606905728,0.0,0,0,59.0,0.850502311,0,0,1,0,0,0,1,1,3
8,0.8,0.9907832076861733,1177.0,1.3152021125908675,1.0550622078843577,0.0,0,0,56.5,0.8504156279999999,0,0,1,0,0,0,1,1,3
7,0.8,0.9907832076861733,1281.0,1.6736866803434978,1.0550622078843577,0.0,0,0,56.5,0.850136766,0,0,1,0,0,0,1,1,3
9,0.8,1.0145521433347027,1369.0,1.8081183932507343,1.1501488784456007,0.0,0,0,59.0,0.8001171029999999,0,0,1,0,0,0,1,1,3
6,0.8,-0.31559406315029426,1084.0,0.11427881061955555,0.35775995710190883,0.0,0,0,31.5,0.80003139,0,0,1,0,0,0,1,1,3
12,0.8,-0.31559406315029426,1216.0,0.11427881061955555,0.7381066393468809,0.0,0,0,31.5,0.80003139,0,0,1,0,0,0,1,1,3
5,0.7,0.5236322032093119,391.0,1.7543457080878397,-0.8466712033405029,0.0,0,0,58.0,0.700060345,0,0,1,0,0,0,1,1,3
7,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.689299242,0,0,1,0,0,1,0,1,3
3,0.5,0.6817870442552945,1102.0,1.6736866803434978,0.10419550227192739,0.0,0,0,56.5,0.660683293,0,0,1,0,0,0,1,1,3
4,0.65,0.6817870442552945,872.0,1.6468003377620506,-0.022586725143063313,0.0,0,0,56.0,0.650130952,0,0,1,0,0,0,1,1,3
8,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.606912879,0,0,1,0,0,1,0,1,3
10,0.6,0.6817870442552945,1076.0,1.6736866803434978,-0.11767339570430635,0.0,0,0,56.5,0.600291767,0,0,1,0,0,0,1,1,3
11,0.5,-0.01573979804577254,917.0,1.593027652599156,0.10419550227192739,0.0,0,0,55.0,0.500025069,0,0,1,0,0,0,1,1,3
2,0.5,0.7201830172259955,1044.0,1.5661413100177086,-0.11767339570430635,0.0,0,0,54.5,0.499998888,0,0,1,0,0,0,1,1,3
5,0.65,-0.9975796782965537,1039.0,-0.5578797539166265,-0.8466712033405029,0.0,0,0,15.0,0.98719697,0,0,1,0,0,1,0,1,5
2,0.8,-1.0167776647819042,1039.0,-0.8267431797310992,-0.8466712033405029,0.0,0,0,10.0,0.9809090909999999,0,0,1,0,0,1,0,1,5
10,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.9746212120000001,0,0,1,0,0,1,0,1,5
1,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.8842613640000001,0,0,1,0,0,1,0,1,5
9,0.8,-1.0167776647819042,1039.0,-0.8267431797310992,-0.8466712033405029,0.0,0,0,10.0,0.82680303,0,0,1,0,0,1,0,1,5
6,0.8,-0.33387785980300894,1067.0,0.27559686610823925,1.1501488784456007,0.0,0,0,30.5,0.8003437659999999,0,0,1,0,0,0,1,1,5
12,0.8,-0.31559406315029426,1039.0,0.3293695512711338,1.1501488784456007,0.0,0,0,31.5,0.8002467529999999,0,0,1,0,0,0,1,1,5
7,0.8,0.9907832076861733,1396.0,1.6736866803434978,0.7381066393468809,0.0,0,0,56.5,0.800128721,0,0,1,0,0,0,1,1,5
8,0.8,0.9907832076861733,1292.0,1.6736866803434978,0.7381066393468809,0.0,0,0,56.5,0.800128721,0,0,1,0,0,0,1,1,5
1,0.8,3.0733076464303815,171.0,1.8081183932507343,1.1501488784456007,0.0,0,0,59.0,0.8001171029999999,0,0,1,0,0,0,1,1,5
9,0.8,1.0145521433347027,1128.0,1.8081183932507343,1.1501488784456007,0.0,0,0,59.0,0.8001171029999999,0,0,1,0,0,0,1,1,5
2,0.6,0.7201830172259955,865.0,0.5982329770856066,-0.11767339570430635,0.0,0,0,56.5,0.77011398,0,0,1,0,0,0,1,1,5
4,0.7,0.6817870442552945,825.0,1.6736866803434978,0.7381066393468809,0.0,0,0,56.5,0.7005416999999999,0,0,1,0,0,0,1,1,5
8,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.675568182,0,0,1,0,0,1,0,1,5
7,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.661837121,0,0,1,0,0,1,0,1,5
10,0.65,0.6817870442552945,1163.0,1.5392549674362614,0.2626732865406658,0.0,0,0,54.0,0.650198653,0,0,1,0,0,0,1,1,5
3,0.6,0.6817870442552945,1140.0,1.6736866803434978,0.10419550227192739,0.0,0,0,56.5,0.600291767,0,0,1,0,0,0,1,1,5
11,0.6,-0.01573979804577254,1027.0,1.6468003377620506,0.35775995710190883,0.0,0,0,56.0,0.6002732679999999,0,0,1,0,0,0,1,1,5
6,0.8,-1.1118534073760207,1039.0,-1.095606605545572,-0.8466712033405029,0.0,0,0,5.0,0.465757576,0,0,1,0,0,1,0,1,5
5,0.7,2.3885794617862146,1052.0,1.7543457080878397,-0.1810645094118017,0.0,0,0,58.0,0.452012539,0,0,1,0,0,0,1,1,5
11,0.8,-0.9975796782965537,1039.0,-0.988061235219783,-0.8466712033405029,0.0,0,0,7.0,0.35038906999999975,0,0,1,0,0,1,0,1,5
5,0.6,-0.9975796782965537,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.8527935609999999,0,0,1,0,0,1,0,1,6
11,0.65,-0.9975796782965537,1039.0,-0.7191978094053102,-0.8466712033405029,0.0,0,0,12.0,0.8383838379999999,0,0,1,0,0,1,0,1,6
6,0.8,-1.1118534073760207,1039.0,-0.8267431797310992,-0.8466712033405029,0.0,0,0,10.0,0.804848485,0,0,1,0,0,1,0,1,6
6,0.8,-0.33387785980300894,1140.0,0.27559686610823925,1.1501488784456007,0.0,0,0,30.5,0.8003437659999999,0,0,1,0,0,0,1,1,6
7,0.8,3.0879346837525534,624.0,1.6736866803434978,0.7381066393468809,0.0,0,0,56.5,0.800128721,0,0,1,0,0,0,1,1,6
8,0.8,0.9907832076861733,1288.0,1.6736866803434978,0.35775995710190883,0.0,0,0,56.5,0.800128721,0,0,1,0,0,0,1,1,6
9,0.8,1.0145521433347027,1381.0,-0.27109209971452214,0.7381066393468809,0.0,0,0,59.0,0.8000150090000001,0,0,1,0,0,0,1,1,6
4,0.7,0.6817870442552945,882.0,1.6736866803434978,0.7381066393468809,0.0,0,0,56.5,0.7005416999999999,0,0,1,0,0,0,1,1,6
10,0.7,0.6817870442552945,1002.0,1.6468003377620506,0.42115107080940417,0.0,0,0,56.0,0.7000941559999999,0,0,1,0,0,0,1,1,6
7,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.692045455,0,0,1,0,0,1,0,1,6
12,0.8,1.07945962145184,585.0,0.3293695512711338,0.928279980469367,0.0,0,0,31.5,0.662255892,0,0,1,0,0,0,1,1,6
3,0.65,0.6817870442552945,1138.0,1.6736866803434978,0.2626732865406658,0.0,0,0,56.5,0.650416734,0,0,1,0,0,0,1,1,6
11,0.65,-0.01573979804577254,1140.0,1.7005730229249452,0.5479332982243948,0.0,0,0,57.0,0.650299575,0,0,1,0,0,0,1,1,6
2,0.65,0.7201830172259955,1025.0,1.6736866803434978,-0.022586725143063313,0.0,0,0,56.5,0.6502434970000001,0,0,1,0,0,0,1,1,6
8,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.639867424,0,0,1,0,0,1,0,1,6
5,0.6,0.48797879973651814,1031.0,1.7543457080878397,0.10419550227192739,0.0,0,0,58.0,0.6000626960000001,0,0,1,0,0,0,1,1,6
9,0.8,-1.0167776647819042,1039.0,-0.8267431797310992,-0.8466712033405029,0.0,0,0,10.0,0.582045455,0,0,1,0,0,1,0,1,6
1,0.8,3.1117036194010823,1381.0,1.7274593655063923,-0.08597783885055867,0.0,0,0,57.5,0.403242161,0,0,1,0,0,0,1,1,6
10,0.7,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.35038906999999975,0,0,1,0,0,1,0,1,6
4,0.7,-0.9838668308070176,1039.0,0.14116515320100284,-0.8466712033405029,0.0,0,0,28.0,0.977272727,0,0,1,0,0,1,0,1,0
9,0.8,-1.0167776647819042,1039.0,-0.8267431797310992,-0.8466712033405029,0.0,0,0,10.0,0.964106061,0,0,1,0,0,1,0,1,0
5,0.65,-0.9975796782965537,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.958901515,0,0,1,0,0,1,0,1,0
6,0.8,-0.33387785980300894,1028.0,-0.05600135906294389,0.7381066393468809,0.0,0,0,31.0,0.800358775,0,0,1,0,0,0,1,1,0
8,0.8,0.9907832076861733,1380.0,-0.2800542139083379,0.7381066393468809,0.0,0,0,56.5,0.800162602,0,0,1,0,0,0,1,1,0
9,0.8,1.0145521433347027,1196.0,1.8081183932507343,1.1501488784456007,0.0,0,0,59.0,0.8001171029999999,0,0,1,0,0,0,1,1,0
12,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.793844697,0,0,1,0,0,1,0,1,0
2,0.7,0.7201830172259955,1006.0,1.6736866803434978,0.35775995710190883,0.0,0,0,56.5,0.750517565,0,0,1,0,0,0,1,1,0
4,0.7,0.6817870442552945,930.0,1.7005730229249452,1.1501488784456007,0.0,0,0,57.0,0.750068049,0,0,1,0,0,0,1,1,0
3,0.7,0.6817870442552945,1095.0,1.6736866803434978,0.7381066393468809,0.0,0,0,56.5,0.750062751,0,0,1,0,0,0,1,1,0
10,0.7,0.6817870442552945,938.0,1.6468003377620506,1.1501488784456007,0.0,0,0,56.0,0.750057359,0,0,1,0,0,0,1,1,0
11,0.7,-0.01573979804577254,1484.0,1.7005730229249452,0.7381066393468809,0.0,0,0,57.0,0.700170388,0,0,1,0,0,0,1,1,0
8,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.683806818,0,0,1,0,0,1,0,1,0
5,0.65,0.48797879973651814,1255.0,1.1090734861331049,0.2626732865406658,0.0,0,0,58.0,0.650066445,0,0,1,0,0,0,1,1,0
7,0.8,3.0879346837525534,1040.0,1.7005730229249452,0.10419550227192739,0.0,0,0,57.0,0.576460393,0,0,1,0,0,0,1,1,0
1,0.5,0.7201830172259955,1492.0,1.6736866803434978,0.10419550227192739,0.0,0,0,56.5,0.549969429,0,0,1,0,0,0,1,1,0
10,0.7,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.538399621,0,0,1,0,0,1,0,1,0
11,0.7,-0.9975796782965537,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.409545455,0,0,1,0,0,1,0,1,0
12,0.35,0.01808522576174964,1111.0,0.4638012641783702,-0.11767339570430635,0.0,0,0,34.0,0.35038906999999975,0,0,1,0,0,0,1,1,0
5,0.7,-0.9975796782965537,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,1.033570076,0,0,1,0,0,1,0,1,1
6,0.8,-0.33387785980300894,1047.0,0.30248320868968653,1.1501488784456007,0.0,0,0,31.0,0.8002614859999999,0,0,1,0,0,0,1,1,1
8,0.8,0.9907832076861733,1434.0,1.6736866803434978,0.7381066393468809,0.0,0,0,56.5,0.800128721,0,0,1,0,0,0,1,1,1
9,0.8,1.0145521433347027,399.0,1.8081183932507343,1.1501488784456007,0.0,0,0,59.0,0.8001171029999999,0,0,1,0,0,0,1,1,1
4,0.7,0.6817870442552945,983.0,1.7005730229249452,1.1501488784456007,0.0,0,0,57.0,0.750068049,0,0,1,0,0,0,1,1,1
10,0.7,0.6817870442552945,1108.0,1.6468003377620506,1.1501488784456007,0.0,0,0,56.0,0.750057359,0,0,1,0,0,0,1,1,1
3,0.7,0.6817870442552945,1134.0,1.1628461712959994,0.7381066393468809,0.0,0,0,57.0,0.750037968,0,0,1,0,0,0,1,1,1
2,0.7,0.7201830172259955,1363.0,1.7005730229249452,0.7381066393468809,0.0,0,0,57.0,0.7500318979999999,0,0,1,0,0,0,1,1,1
9,0.8,-1.0167776647819042,1039.0,-0.8267431797310992,-0.8466712033405029,0.0,0,0,10.0,0.72830303,0,0,1,0,0,1,0,1,1
11,0.7,-0.01573979804577254,1501.0,1.7005730229249452,0.7381066393468809,0.0,0,0,57.0,0.700170388,0,0,1,0,0,0,1,1,1
5,0.7,0.48797879973651814,1352.0,1.7005730229249452,0.7381066393468809,0.0,0,0,57.0,0.7000637959999999,0,0,1,0,0,0,1,1,1
8,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.639867424,0,0,1,0,0,1,0,1,1
12,0.5,0.01808522576174964,1352.0,-0.2531678713268906,-0.11767339570430635,0.0,0,0,34.0,0.5002904189999999,0,0,1,0,0,0,1,1,1
7,0.35,0.7201830172259955,1450.0,1.6468003377620506,0.10419550227192739,0.0,0,0,56.0,0.40033279200000005,0,0,1,0,0,0,1,1,1
11,0.7,-0.9975796782965537,1039.0,-0.5578797539166265,-0.8466712033405029,0.0,0,0,15.0,0.36266666700000005,0,0,1,0,0,1,0,1,1
4,0.75,-0.9838668308070176,1039.0,0.42795280740310715,-0.8466712033405029,0.0,0,0,20.0,0.978525641,0,0,1,0,0,1,0,1,2
2,0.7,-1.0167776647819042,1039.0,0.15908938158863437,-0.8466712033405029,0.0,0,0,17.0,0.912202112,0,0,1,0,0,1,0,1,2
4,0.75,0.6817870442552945,825.0,1.6468003377620506,2.1327111409117787,0.0,0,0,56.0,0.9005562770000001,0,0,1,0,0,0,1,1,2
6,0.8,-0.31559406315029426,916.0,0.3562558938525811,1.5304955606905728,0.0,0,0,89.0,0.850410511,0,0,1,0,0,0,1,1,2
9,0.8,-1.0167776647819042,1039.0,-0.6475008958547841,-0.8466712033405029,0.0,0,0,8.0,0.827147436,0,0,1,0,0,1,0,1,2
8,0.8,0.9907832076861733,562.0,0.8670964029000794,0.35775995710190883,0.0,0,0,56.5,0.800436542,0,0,1,0,0,0,1,1,2
2,0.7,0.7201830172259955,1422.0,1.7722699364754713,1.0550622078843577,0.0,0,0,57.0,0.800415742,0,0,1,0,0,0,1,1,2
10,0.7,0.6817870442552945,1206.0,1.6468003377620506,1.5304955606905728,0.0,0,0,56.0,0.800020563,0,0,1,0,0,0,1,1,2
5,0.7,-0.9975796782965537,1039.0,-0.6475008958547841,-0.8466712033405029,0.0,0,0,8.0,0.758173077,0,0,1,0,0,1,0,1,2
5,0.7,0.48797879973651814,1404.0,1.7543457080878397,0.7381066393468809,0.0,0,0,58.0,0.750344828,0,0,1,0,0,0,1,1,2
